Rndrng_NPI,Rndrng_Prvdr_Type,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Gndr,Tot_HCPCS_Cds,Bene_Male_Cnt,Bene_Avg_Age,Tot_Srvcs,Tot_Benes,Bene_Avg_Risk_Scre,Tot_Sbmtd_Chrg,Tot_Mdcr_Pymt_Amt,year,Fraud
1861408718,Physician Assistant,FL,M,13,116.0,77,306.0,286,2.3533,428944.0,27728.82,2016,0
1285980300,Physical Therapist in Private Practice,VA,F,8,82.0,74,506.0,19,0.8541,31090.0,11673.36,2016,0
1356787378,Family Practice,FL,M,76,120.0,74,2514.0,318,0.992,127270.0,41760.38,2019,0
1215282017,Physician Assistant,CA,F,4,82.0,59,13.0,13,1.6607,2242.0,437.44,2017,0
1790867489,Certified Registered Nurse Anesthetist (CRNA),MI,F,16,22.0,71,61.0,60,1.5897,36239.5,3823.66,2018,0
1518148774,General Surgery,NY,M,22,17.0,68,62.0,37,1.8238,31399.0,9610.86,2019,0
1952453953,Chiropractic,MD,M,1,82.0,69,218.0,14,0.8674,15260.0,6831.33,2017,0
1811006935,Certified Registered Nurse Anesthetist (CRNA),MA,F,6,324.0,75,966.0,794,1.2056,1011695.0,120364.48,2017,0
1669933370,Nurse Practitioner,AR,F,23,166.0,74,1140.0,502,1.2405,106421.0,39222.51,2019,0
1083694269,Dermatology,ND,F,31,352.0,75,1515.0,678,0.9535,117813.0,44295.12,2016,0
1699914234,Internal Medicine,NY,F,29,191.0,71,2883.0,414,2.372,1859198.0,206484.21,2017,0
1235480799,Nurse Practitioner,UT,F,20,0.0,73,101.0,27,0.7236,13210.0,3132.57,2018,0
1689650541,Gastroenterology,TX,M,52,199.0,73,3115.0,413,1.1014,561599.0,120876.43,2018,0
1861983264,Nurse Practitioner,FL,F,35,14.0,76,79.0,52,1.496,217121.0,8474.82,2019,0
1720177090,Pulmonary Disease,NJ,F,46,348.0,76,2645.0,805,2.4519,977150.5,217042.93,2019,0
1972543296,Diagnostic Radiology,CA,M,14,266.0,74,2578.0,580,2.5695,1489067.15,384052.24,2017,0
1558605485,Nurse Practitioner,IN,F,35,134.0,70,505.0,361,1.2592,82109.78,16576.02,2019,0
1639180300,Allergy/ Immunology,CA,M,28,83.0,70,4486.0,248,0.9279,275883.0,69636.7,2017,0
1558522805,Psychiatry,IL,M,11,89.0,66,459.0,188,2.2812,184724.0,52110.16,2019,0
1891967444,General Surgery,AZ,M,74,113.0,73,481.0,232,1.7067,271532.0,61866.76,2017,0
1871687376,Anesthesiology,OH,M,61,267.0,73,759.0,615,1.1863,710277.0,46658.55,2019,0
1518958701,Internal Medicine,TX,M,24,80.0,75,1572.0,197,1.4592,172599.0,88445.25,2018,0
1982750816,Internal Medicine,TX,M,20,182.0,74,1362.0,307,0.9323,107743.06,47589.11,2018,0
1558308643,Internal Medicine,TX,M,47,171.0,74,2425.0,331,1.1116,371767.22,110174.46,2017,0
1548367402,Pathology,CA,M,12,979.0,76,2923.0,1857,1.1526,451628.0,187387.66,2018,0
1336505080,Physician Assistant,NC,M,39,165.0,74,1319.0,222,1.5494,63050.23,18565.52,2019,0
1104168814,Anesthesiology,NJ,M,26,29.0,70,70.0,60,1.584,148730.0,9901.03,2017,0
1801823612,Gastroenterology,IA,M,23,120.0,72,356.0,256,0.8298,277756.0,36002.59,2018,0
1457337578,Physician Assistant,FL,F,24,84.0,70,4737.0,247,1.1666,110633.0,38498.75,2018,0
1558582775,Physical Therapist in Private Practice,NJ,M,13,72.0,77,6034.0,205,1.243,649987.96,131319.52,2017,0
1790762193,Certified Registered Nurse Anesthetist (CRNA),TX,M,2,93.0,71,225.0,225,0.7371,180200.0,24584.91,2016,0
1801969985,Cardiology,OH,M,89,1317.0,74,27674.0,2617,1.6629,5226837.01,841846.88,2019,0
1306818638,Dermatology,PR,M,28,68.0,73,355.0,139,1.4128,34202.81,24190.6,2018,0
1457544868,Family Practice,TN,F,113,72.0,72,3795.0,206,0.9752,250417.0,84812.28,2018,0
1811267669,Chiropractic,CO,M,2,82.0,69,98.0,12,1.1115,7100.0,2897.92,2019,0
1760667836,Ophthalmology,NY,M,22,177.0,76,2401.0,498,1.8668,225767.0,143728.01,2018,0
1013970508,Chiropractic,PA,M,2,11.0,72,106.0,30,0.8825,8260.0,3436.38,2016,0
1417182809,Internal Medicine,OK,F,15,186.0,71,1705.0,439,2.702,380690.82,149873.16,2017,0
1255659082,Urology,AR,M,69,392.0,74,4308.0,563,1.4749,509725.0,161460.97,2017,0
1275789430,Vascular Surgery,TN,M,181,550.0,74,2398.0,1058,2.7448,1042133.0,211449.66,2016,0
1316911191,Obstetrics & Gynecology,TX,M,26,0.0,69,272.0,74,0.7972,15823.0,8246.84,2018,0
1477622686,Psychiatry,NY,M,13,43.0,61,393.0,81,1.7357,82152.0,34289.77,2019,0
1336142876,Anesthesiology,NY,F,8,14.0,67,29.0,29,1.0297,59465.0,9113.07,2018,0
1457414856,Family Practice,CA,M,50,60.0,73,997.0,145,1.4608,64937.0,26774.2,2019,0
1851590814,Emergency Medicine,OH,M,38,226.0,74,642.0,539,2.1376,716039.0,114107.33,2017,0
1093949281,Anesthesiology,NY,M,77,199.0,71,447.0,396,1.6561,1272878.57,67562.34,2018,0
1083928717,Physical Therapist in Private Practice,WI,M,4,19.0,71,1060.0,44,1.4285,104435.0,22052.88,2016,0
1811910904,Physician Assistant,ME,M,8,12.0,64,28.0,25,1.5363,9300.0,1807.9,2018,0
1720456429,Physical Therapist in Private Practice,MS,M,10,82.0,70,1637.0,44,0.8303,89040.84,35730.56,2018,0
1336189067,General Surgery,CA,M,22,82.0,65,78.0,28,1.9588,169550.0,7845.97,2018,0
1629138698,Sports Medicine,SC,M,79,222.0,72,4336.0,555,0.9546,583084.0,186650.93,2017,0
1801805916,Cardiology,FL,M,45,703.0,77,3454.0,1328,1.9085,591126.0,148479.87,2017,0
1679820872,Licensed Clinical Social Worker,MA,F,3,82.0,72,51.0,20,3.468,9550.0,4318.69,2019,0
1326377482,Physician Assistant,NY,F,19,27.0,77,73.0,67,3.2564,34287.0,4730.69,2016,0
1992199442,Family Practice,IN,F,28,48.0,71,294.0,124,1.0816,28233.94,13351.1,2018,0
1346355013,Anesthesiology,IN,F,66,177.0,73,436.0,403,1.5745,432395.2,47814.18,2018,0
1770799579,Family Practice,WA,M,8,82.0,72,71.0,22,1.3543,12180.0,4478.19,2016,0
1770506792,Cardiology,MO,M,18,903.0,70,3418.0,1688,2.2711,1549642.0,121658.85,2019,0
1184651093,Emergency Medicine,NY,M,19,141.0,67,682.0,360,2.0935,761842.38,52565.66,2018,0
1306850235,Cardiology,NY,M,44,450.0,79,2470.0,976,2.1732,226276.02,56042.94,2019,0
1477553931,Allergy/ Immunology,IL,F,21,41.0,67,2209.0,149,0.9566,34583.98,21450.24,2017,0
1023052214,Podiatry,FL,F,25,34.0,74,665.0,118,1.5008,115945.0,30892.67,2017,0
1386660710,Podiatry,NJ,M,25,168.0,81,1250.0,414,1.612,92095.0,53087.79,2016,0
1396737193,Pulmonary Disease,NY,M,5,111.0,73,407.0,200,1.7472,10131.0,2928.51,2018,0
1407852205,Obstetrics & Gynecology,AZ,M,22,0.0,70,122.0,45,1.207,29750.0,11297.77,2019,0
1831404524,Family Practice,VA,F,96,274.0,73,4149.0,800,1.1251,309793.49,124041.29,2018,0
1841253259,Cardiology,OK,M,89,453.0,77,2296.0,880,1.547,496843.0,133642.46,2017,0
1366601346,Diagnostic Radiology,WA,M,93,414.0,73,5640.0,2748,1.3256,1181817.9,316066.99,2017,0
1316390289,Family Practice,MS,F,47,36.0,69,732.0,130,0.9412,31829.5,14720.2,2019,0
1720050412,Anesthesiology,NY,M,44,114.0,73,232.0,225,1.6964,437727.75,37703.88,2019,0
1841384047,"Psychologist, Clinical",FL,F,3,82.0,72,363.0,44,1.0939,55450.0,34830.09,2017,0
1730348376,Medical Oncology,MD,F,12,50.0,73,664.0,90,2.9886,185505.3,61206.53,2018,0
1952469298,Licensed Clinical Social Worker,CT,M,4,12.0,47,219.0,12,0.8976,67450.82,13521.74,2017,0
1013301217,Licensed Clinical Social Worker,ND,F,5,82.0,54,110.0,19,1.4337,13004.5,4067.41,2017,0
1578594677,Pathology,NY,M,14,214.0,73,929.0,455,1.2791,157055.0,41312.66,2016,0
1316928161,Family Practice,MI,M,6,82.0,65,24.0,20,1.6825,2543.0,757.94,2018,0
1114918869,Internal Medicine,OK,M,44,87.0,69,54834.0,454,1.3906,1553948.0,933471.6,2016,0
1255389425,Dermatology,MA,F,29,125.0,75,1490.0,379,0.7768,161370.0,60426.48,2018,0
1356703367,Nurse Practitioner,OH,F,17,51.0,72,202.0,138,0.8287,17891.0,7465.85,2019,0
1487095394,Optometry,CA,M,12,15.0,72,64.0,38,1.0711,6880.0,3111.89,2019,0
1992786214,Podiatry,MI,F,47,132.0,80,2077.0,414,1.5225,137865.0,73979.39,2016,0
1558332825,Podiatry,NY,M,19,96.0,85,1001.0,226,2.0281,87820.0,41972.61,2016,0
1497709505,General Surgery,NY,M,26,17.0,61,73.0,44,1.7538,59278.0,15654.44,2018,0
1942343835,Nurse Practitioner,NY,F,10,52.0,72,199.0,94,3.5772,67613.0,20507.35,2018,0
1497733091,Family Practice,IL,M,36,76.0,70,292.0,167,0.998,22271.08,3258.03,2019,0
1770536591,General Surgery,PA,M,76,52.0,73,289.0,112,1.3908,148828.0,34248.33,2018,0
1780768598,Internal Medicine,NY,M,64,142.0,73,2264.0,275,1.1579,168990.0,58086.23,2018,0
1508820119,Physician Assistant,NY,M,54,155.0,73,1386.0,314,1.2047,131895.56,50152.23,2018,0
1750461323,Pulmonary Disease,NY,M,8,120.0,75,983.0,272,2.7298,308263.0,81177.72,2018,0
1770665531,Diagnostic Radiology,TX,M,140,461.0,74,2517.0,1284,2.2913,328254.09,57259.12,2019,0
1437346665,Licensed Clinical Social Worker,MA,F,3,14.0,54,508.0,38,1.0974,53797.0,25601.53,2017,0
1275566929,Rheumatology,MN,F,35,51.0,72,126710.0,173,1.4187,4813868.79,2203949.33,2019,0
1396832911,Orthopedic Surgery,NY,M,72,253.0,73,5984.0,644,1.0218,1162635.0,286891.34,2018,0
1235486234,Physical Therapist in Private Practice,IL,F,5,82.0,74,263.0,16,1.0191,9522.48,5977.01,2019,0
1477638773,Family Practice,OH,M,5,82.0,67,45.0,19,0.8906,584.0,271.0,2019,0
1033187422,Anesthesiology,OH,M,19,82.0,75,31.0,25,2.1086,20042.8,2574.82,2017,0
1609933985,Physician Assistant,TX,M,12,32.0,73,223.0,83,1.454,45700.0,10577.82,2018,0
1164459905,Internal Medicine,MN,M,38,86.0,67,455.0,195,1.6679,121843.0,34312.34,2018,0
1588998561,Physician Assistant,MI,F,12,83.0,80,2523.0,243,2.8574,333250.0,133257.99,2016,0
1154354173,Endocrinology,TX,F,20,33.0,70,767.0,134,1.6689,117735.52,22064.09,2016,0
1801149125,Physician Assistant,MI,M,5,25.0,60,103.0,46,1.7447,38802.0,6847.78,2019,0
1487776530,Pulmonary Disease,CO,M,26,103.0,72,693.0,239,2.1427,94104.0,34027.92,2017,0
1366423717,Obstetrics & Gynecology,MA,F,22,0.0,76,118.0,57,0.6769,17862.0,6567.21,2019,0
1578670444,Psychiatry,CA,M,3,31.0,49,189.0,50,1.0158,107134.0,15296.48,2019,0
1669558920,Internal Medicine,LA,M,12,45.0,64,312.0,79,3.5193,58605.0,27074.6,2016,0
1801821491,Family Practice,PA,M,47,172.0,69,1393.0,377,0.9664,173995.0,100745.25,2019,0
1225446339,Physical Therapist in Private Practice,GA,F,7,12.0,70,1287.0,35,1.4444,66729.25,28921.99,2018,0
1235166786,Family Practice,TX,F,21,49.0,72,659.0,214,0.9809,145468.0,42522.83,2017,0
1679509434,Chiropractic,CA,F,2,82.0,73,125.0,21,1.2122,4800.25,3255.64,2018,0
1306079272,General Surgery,PA,M,38,212.0,79,1215.0,494,1.9958,414311.0,188117.61,2016,0
1497885529,Physical Therapist in Private Practice,NJ,M,10,38.0,73,2566.0,84,0.9213,281078.0,71087.92,2018,0
1154681591,Nurse Practitioner,IL,F,32,30.0,70,393.0,81,2.1841,63182.36,19903.93,2017,0
1427125194,Nurse Practitioner,OK,F,16,0.0,67,85.0,44,1.0129,4691.01,2731.55,2019,0
1609164292,Internal Medicine,WA,M,13,129.0,75,1096.0,287,2.6576,742612.39,82924.7,2018,0
1588622070,Emergency Medicine,MA,M,103,301.0,72,2353.0,731,1.0921,267104.65,82602.38,2019,0
1083638076,Chiropractic,AL,M,1,21.0,75,295.0,61,1.1181,16225.0,10040.77,2017,0
1821330085,Physical Therapist in Private Practice,OR,M,4,82.0,67,359.0,14,0.8277,17598.91,7752.83,2016,0
1770571481,Critical Care (Intensivists),MA,M,15,130.0,73,753.0,277,3.5665,441423.0,119058.77,2018,0
1366706921,Nurse Practitioner,TX,F,8,118.0,78,1417.0,277,2.9272,231241.0,81116.35,2019,0
1992110423,Emergency Medicine,GA,M,19,109.0,71,387.0,263,2.058,236977.44,32077.49,2017,0
1497072755,Neurology,DC,M,16,169.0,76,772.0,396,2.015,218088.0,89294.05,2018,0
1396761789,Anesthesiology,FL,F,6,0.0,46,12.0,11,0.7284,23707.1,3045.84,2017,0
1750665972,Certified Registered Nurse Anesthetist (CRNA),CT,F,41,75.0,73,168.0,161,1.6769,121701.3,15023.31,2017,0
1871678011,Clinical Cardiac Electrophysiology,OH,M,70,247.0,76,1315.0,458,2.2269,341048.5,105314.76,2017,0
1730582305,Pathology,MA,M,2,14.0,74,37.0,35,2.5618,2807.0,598.41,2019,0
1932122116,Family Practice,WA,M,9,25.0,61,98.0,50,1.1615,4387.0,876.71,2017,0
1316215403,Physical Therapist in Private Practice,CA,F,9,82.0,69,597.0,36,1.4312,72785.0,11760.63,2019,0
1851407449,Orthopedic Surgery,NE,M,60,198.0,74,2391.0,624,0.9716,1770325.0,332608.02,2019,0
1922299114,Ophthalmology,FL,M,49,308.0,73,3691.0,700,2.1457,1275411.5,241605.13,2017,0
1649220005,Certified Registered Nurse Anesthetist (CRNA),CA,F,30,49.0,70,118.0,116,1.5527,239850.0,18830.79,2018,0
1487020830,Physician Assistant,WA,F,48,330.0,75,3899.0,889,0.9675,473613.22,137882.32,2019,0
1225108228,"Psychologist, Clinical",CA,M,5,18.0,63,369.0,31,2.5887,28845.08,21144.51,2016,0
1952704223,Nurse Practitioner,AZ,F,16,64.0,73,215.0,156,1.5464,240087.0,14552.29,2016,0
1104866102,Podiatry,CA,M,68,211.0,75,8586.0,592,1.2271,1060408.07,395675.77,2019,0
1598737462,Dermatology,NY,M,56,452.0,75,3477.0,864,1.0348,240060.07,155700.75,2017,0
1457549545,Physician Assistant,WA,F,46,168.0,75,2437.0,464,1.0153,562074.0,92451.53,2018,0
1407873995,Thoracic Surgery,CA,M,39,85.0,73,2778.0,156,4.8469,1526244.0,343424.59,2019,0
1043209760,Vascular Surgery,SD,M,28,16.0,66,43.0,28,5.1293,31408.39,21732.12,2016,0
1922428119,Internal Medicine,CA,M,9,29.0,70,116.0,65,2.1779,31690.0,7191.78,2018,0
1508276122,Emergency Medicine,TX,M,22,440.0,73,1123.0,1009,2.1716,604809.0,104529.55,2018,0
1841643111,Nurse Practitioner,VA,F,24,105.0,66,1302.0,237,1.0997,97119.0,48338.34,2017,0
1871938597,Emergency Medicine,MA,F,17,113.0,70,326.0,219,2.3275,100667.0,25753.58,2016,0
1205876588,"Psychologist, Clinical",MA,F,5,39.0,73,658.0,94,1.103,179441.0,48870.33,2017,0
1487746483,Family Practice,GA,M,26,45.0,71,1702.0,106,1.9913,306236.0,84361.72,2018,0
1215029731,Internal Medicine,FL,M,69,249.0,75,5658.0,599,1.9278,649722.17,316199.99,2018,0
1477729077,Gastroenterology,NY,M,34,108.0,65,417.0,197,2.837,140013.36,37888.37,2016,0
1689691545,Pain Management,ND,M,62,113.0,68,4206.0,306,1.1931,801223.17,121572.52,2018,0
1124082326,Optometry,PA,M,2,80.0,74,375.0,189,1.0797,52560.0,34705.13,2018,0
1629188404,Family Practice,CA,F,30,41.0,69,455.0,129,1.3256,62987.06,21579.69,2018,0
1275522328,Dermatology,LA,M,46,408.0,73,4252.0,750,1.1045,283430.0,110751.38,2016,0
1265404602,Pathology,MN,M,28,99.0,71,511.0,165,1.5272,33482.27,18570.45,2017,0
1013171941,Diagnostic Radiology,MI,M,187,2100.0,73,13418.0,5064,2.5235,729599.24,181007.85,2019,0
1417938804,Ophthalmology,MI,M,37,214.0,75,1982.0,646,1.4141,283585.0,136635.12,2019,0
1053514190,General Practice,NY,M,10,82.0,71,93.0,25,1.0207,5259.0,3108.74,2019,0
1689030553,Physician Assistant,MI,M,19,144.0,62,447.0,323,2.1724,134517.0,25569.79,2016,0
1821053935,Diagnostic Radiology,NC,M,215,826.0,71,2683.0,1868,2.206,797124.0,113668.19,2017,0
1942250261,Physical Therapist in Private Practice,NC,F,7,19.0,72,535.0,40,0.7963,31062.0,11385.01,2017,0
1912959172,Orthopedic Surgery,RI,M,145,143.0,71,3324.0,437,1.1644,969930.82,192618.02,2017,0
1417211616,Podiatry,OR,M,62,217.0,75,2589.0,496,1.6087,396327.0,113944.95,2018,0
1710248554,Physical Therapist in Private Practice,OK,F,9,82.0,74,1697.0,28,1.1261,94775.0,31770.89,2019,0
1174564157,Neurosurgery,NJ,M,63,118.0,74,648.0,235,1.2311,2431545.0,125935.58,2019,0
1295099182,Emergency Medicine,GA,M,10,34.0,68,123.0,77,3.045,164666.0,11802.98,2017,0
1932283041,Cardiology,TN,M,67,772.0,71,2398.0,1333,2.174,551571.0,100095.88,2018,0
1851475784,Physician Assistant,KY,M,18,88.0,72,214.0,175,2.2304,53035.0,13719.41,2016,0
1659480366,Certified Registered Nurse Anesthetist (CRNA),CA,F,5,105.0,74,342.0,242,1.0339,162652.5,37897.81,2019,0
1366476947,Maxillofacial Surgery,IL,M,68,80.0,72,509.0,138,1.8671,648004.0,67077.94,2018,0
1801068465,Chiropractic,FL,F,2,23.0,70,874.0,62,0.707,62033.14,22012.42,2016,0
1740241835,Obstetrics & Gynecology,MO,F,29,0.0,70,254.0,124,0.7631,52383.0,15943.55,2017,0
1942492327,Emergency Medicine,OR,M,6,82.0,70,21.0,19,2.2159,25630.5,1683.69,2018,0
1457336539,Anesthesiology,IN,M,57,136.0,69,313.0,267,1.5384,274786.0,25089.9,2019,0
1710437678,Physician Assistant,PA,F,14,45.0,75,169.0,94,2.1971,23508.87,9586.92,2018,0
1396941639,Cardiology,PR,M,25,77.0,78,1307.0,238,1.2393,96378.34,65737.12,2017,0
1902849086,Internal Medicine,NY,M,9,11.0,75,98.0,31,1.4639,10315.0,5374.67,2019,0
1598825382,Psychiatry,CA,M,9,57.0,52,572.0,105,1.7738,112001.0,35536.56,2017,0
1417005828,Family Practice,TX,M,46,119.0,74,1705.0,233,0.9662,158219.59,82619.81,2017,0
1871539247,Osteopathic Manipulative Medicine,ME,F,13,82.0,71,372.0,24,1.1928,55509.6,19602.46,2017,0
1457671356,Anesthesiology,WA,M,66,87.0,71,333.0,196,1.8139,305900.0,45003.61,2017,0
1275561912,Certified Registered Nurse Anesthetist (CRNA),NC,F,24,78.0,68,185.0,184,1.1283,204548.0,24444.92,2016,0
1194951947,Licensed Clinical Social Worker,PA,F,5,82.0,56,156.0,15,1.3294,16650.0,10662.85,2017,0
1982630273,General Practice,MI,M,18,75.0,82,2710.0,247,2.3144,433185.0,216416.23,2018,0
1881707982,Physical Therapist in Private Practice,MO,M,9,31.0,73,2472.0,92,1.0596,193082.0,45191.6,2016,0
1356667455,Nurse Practitioner,MS,F,6,122.0,75,278.0,230,1.6194,43696.0,13467.99,2018,0
1053359661,Neurology,OK,M,21,315.0,70,2215.0,842,1.5623,686955.0,228397.79,2018,0
1942265988,Ophthalmology,NY,M,17,133.0,74,3283.0,324,1.2094,290608.6,122430.13,2016,0
1972562585,Anesthesiology,OK,M,76,143.0,71,320.0,287,2.0723,423077.0,53924.84,2018,0
1972593564,Diagnostic Radiology,DC,M,81,919.0,70,3170.0,2046,2.4382,211169.0,45245.06,2016,0
1093982910,Emergency Medicine,MI,M,24,295.0,71,760.0,651,1.9797,240823.0,82469.02,2017,0
1083618037,Licensed Clinical Social Worker,NY,M,3,82.0,53,87.0,15,0.9833,11430.0,5359.19,2016,0
1417093329,Neurosurgery,TX,M,38,56.0,72,279.0,125,1.817,392360.26,66127.57,2017,0
1821075029,Anesthesiology,TX,M,37,32.0,73,86.0,72,3.2134,145998.0,8272.85,2016,0
1558504704,Internal Medicine,TN,M,22,190.0,77,1275.0,436,2.4274,212283.0,86283.5,2019,0
1043512924,Nurse Practitioner,NC,F,19,13.0,71,70.0,42,0.8924,5432.99,2406.06,2017,0
1285709881,Physical Therapist in Private Practice,CA,M,2,29.0,77,4650.0,73,1.1979,235800.0,104491.9,2016,0
1881657906,Clinical Cardiac Electrophysiology,WI,M,91,625.0,75,3250.0,1153,1.5469,2634623.67,155281.91,2019,0
1609824432,Radiation Oncology,FL,M,40,276.0,76,10077.0,521,1.7352,2772719.0,1412420.12,2017,0
1285945691,Physical Medicine and Rehabilitation,MN,M,8,69.0,66,629.0,105,1.9728,210867.0,43451.91,2017,0
1578852711,Podiatry,TX,M,51,168.0,74,1484.0,383,1.4962,244707.46,85932.09,2018,0
1316062748,"Psychologist, Clinical",OR,F,4,82.0,67,353.5,18,1.1099,40910.0,17701.89,2016,0
1699908640,Radiation Oncology,CA,F,25,36.0,74,945.0,124,1.8245,328352.0,62632.3,2018,0
1992880751,Podiatry,WV,M,30,175.0,76,1604.0,472,1.731,212750.0,57601.07,2017,0
1861645087,Neurosurgery,UT,F,43,86.0,69,521.0,186,1.7385,760715.52,116532.71,2017,0
1255721536,Nurse Practitioner,NV,F,13,15.0,69,109.0,51,1.2331,3470.0,616.68,2018,0
1629048111,Podiatry,TN,M,37,222.0,76,1901.0,556,1.3561,228087.24,89017.68,2019,0
1669402715,Physician Assistant,TX,F,60,106.0,65,1371.0,257,1.0823,113778.53,33377.05,2018,0
1306937578,Emergency Medicine,OH,M,12,71.0,67,193.0,172,2.1349,76264.0,20395.6,2017,0
1972657252,Neurosurgery,TN,M,73,79.0,70,849.0,161,1.4472,807193.69,118563.37,2019,0
1386711042,Physical Therapist in Private Practice,CA,F,2,82.0,76,180.0,15,0.8075,6675.0,3131.04,2016,0
1063595742,Chiropractic,CA,F,3,12.0,77,422.0,39,1.6309,32611.2,16013.91,2017,0
1346210580,Anesthesiology,AZ,M,60,107.0,74,312.0,253,1.2235,708050.0,44793.49,2018,0
1720524911,Certified Registered Nurse Anesthetist (CRNA),IL,M,24,42.0,76,114.0,114,1.3888,25643.4,9912.53,2018,0
1356325328,Emergency Medicine,IL,M,17,276.0,70,772.0,645,2.4574,884951.0,80731.93,2016,0
1316961139,Psychiatry,MS,F,13,214.0,78,4881.0,577,2.1695,1196107.0,344307.43,2017,0
1518016062,Critical Care (Intensivists),ID,M,20,100.0,72,932.0,165,2.1758,325777.0,113031.56,2017,0
1093001315,Otolaryngology,LA,M,145,162.0,72,1489.0,362,1.4099,669451.0,150461.68,2018,0
1891772968,Internal Medicine,IA,M,40,291.0,74,5294.0,501,1.2752,294597.0,109270.48,2018,0
1790742583,Physical Therapist in Private Practice,NC,F,9,23.0,70,1788.0,75,0.7917,105259.68,35980.28,2017,0
1033422639,Nurse Practitioner,TX,F,66,80.0,71,53962.0,245,1.581,9450198.82,1830025.53,2019,0
1023044195,Gastroenterology,WV,M,7,175.0,63,559.0,377,1.7852,106994.0,24935.96,2019,0
1205017506,Occupational Therapist in Private Practice,NJ,F,5,82.0,84,642.0,12,2.3625,24410.81,15687.52,2018,0
1730106444,Family Practice,NC,M,51,98.0,72,1153.0,182,0.8828,139714.0,43760.06,2019,0
1063429280,Family Practice,NC,M,22,166.0,83,1183.0,542,1.8222,379405.0,98823.83,2016,0
1770725095,Family Practice,OH,M,37,64.0,68,753.0,162,1.3737,77459.0,20330.92,2017,0
1255644506,Physician Assistant,WI,F,32,68.0,75,490.0,215,1.3128,85917.0,23699.27,2019,0
1982714622,Emergency Medicine,VA,M,21,252.0,75,647.0,594,1.8609,874489.0,83817.94,2018,0
1114909975,Physical Therapist in Private Practice,FL,M,15,42.0,72,1462.0,136,1.1583,122571.0,32117.6,2018,0
1407832652,Neurology,CA,M,31,208.0,69,5538.0,570,1.8971,622495.0,308474.37,2016,0
1992192736,Hospitalist,GA,F,16,192.0,75,1101.0,446,2.5255,286450.0,78610.16,2019,0
1659353308,Ophthalmology,MO,M,23,178.0,76,1740.0,567,1.5824,218150.0,92135.17,2018,0
1659529907,Plastic and Reconstructive Surgery,VA,M,80,37.0,74,313.0,137,1.6651,503857.0,54769.09,2019,0
1245292556,Family Practice,PA,F,8,82.0,71,26.0,11,1.4693,2807.0,1045.33,2019,0
1225365869,Diagnostic Radiology,FL,M,73,878.0,72,12075.0,1957,2.2439,659550.94,169495.35,2019,0
1568745479,Nurse Practitioner,CT,F,32,30.0,73,334.0,84,0.8502,23130.0,14137.28,2018,0
1851587414,Physician Assistant,WV,F,6,82.0,72,25.0,18,1.0897,561.0,234.24,2018,0
1962401661,Chiropractic,MN,M,1,29.0,72,749.0,67,0.831,39697.0,14039.13,2016,0
1942625983,Licensed Clinical Social Worker,ND,F,2,82.0,64,131.0,24,0.7866,17980.0,8828.78,2017,0
1699117549,Optometry,KY,F,10,54.0,74,1072.0,125,1.1278,26442.32,12149.24,2019,0
1295045425,Certified Clinical Nurse Specialist,IL,M,5,19.0,76,61.0,38,1.6362,8863.0,2479.12,2016,0
1407899073,Plastic and Reconstructive Surgery,CT,M,68,35.0,71,194.0,84,1.8164,235509.0,48860.81,2017,0
1427101757,Ophthalmology,OH,M,9,45.0,71,168.0,142,0.9067,19870.0,11358.98,2018,0
1942629555,Anesthesiology,VA,M,59,62.0,70,165.0,131,1.71,179265.0,27219.83,2018,0
1376578351,Podiatry,CA,M,20,82.0,71,71.0,27,1.058,12399.0,4068.27,2018,0
1992755029,Internal Medicine,MA,F,17,248.0,75,1117.0,537,2.2684,330379.0,106831.51,2016,0
1194951921,Emergency Medicine,NY,M,22,188.0,76,492.0,446,2.1585,295601.67,63995.04,2016,0
1780849216,Hospitalist,GA,M,13,125.0,76,523.0,314,2.7406,175457.0,53517.98,2018,0
1659383289,Cardiology,KY,M,58,157.0,69,627.0,283,2.0688,316021.0,74787.69,2017,0
1689703878,Optometry,TX,F,23,26.0,73,182.0,70,1.3186,20795.0,10816.99,2017,0
1851721823,Nurse Practitioner,WI,F,6,24.0,74,127.0,45,2.0969,54227.0,8544.62,2018,0
1376545863,Diagnostic Radiology,CA,M,29,307.0,60,830.0,724,2.5618,156160.38,31705.41,2017,0
1659336543,Internal Medicine,CA,M,45,337.0,75,4828.0,856,0.962,997929.31,238904.85,2019,0
1336198779,Emergency Medicine,AZ,M,10,22.0,65,68.0,45,2.5792,25451.0,6274.02,2016,0
1497957815,General Surgery,AZ,M,104,187.0,74,807.0,358,1.5618,462393.0,129388.93,2017,0
1144286618,Anesthesiology,AZ,M,64,92.0,72,278.0,149,2.0204,281860.0,58547.86,2017,0
1154519213,Internal Medicine,CA,M,22,102.0,72,3295.0,228,2.9409,495640.0,181926.06,2018,0
1083647002,Internal Medicine,WI,M,56,205.0,74,1383.0,427,1.052,199891.0,69820.62,2018,0
1306106240,Nurse Practitioner,KY,M,16,40.0,76,977.0,102,1.8081,63238.0,30969.79,2019,0
1184733750,Nurse Practitioner,FL,F,6,29.0,51,394.0,96,1.2846,40070.0,25109.1,2016,0
1922093368,Family Practice,PR,M,5,82.0,67,21.0,13,1.5815,1314.62,406.77,2017,0
